age,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
41,1,4,0,2,0,10.88,11.37,107390.92,6,0.802,2,1,88.7,37.72,1,4,0
24,0,3,0,3,1,4.44,4.79,90459.98,3,1.0,3,1,88.7,32.04,9,2,1
40,1,4,2,0,0,15.97,14.94,143396.33,2,0.929,3,0,81.7,126.31,2,4,1
34,1,3,2,3,2,7.95,7.66,94758.91,5,1.0,4,1,92.5,55.1,1,2,1
30,1,1,0,0,0,7.06,7.62,93225.67,6,0.946,5,0,93.0,238.19,4,0,0
25,1,1,0,2,2,5.25,5.13,85854.15,5,1.0,0,0,71.3,130.99,3,3,0
26,0,4,2,3,2,13.17,12.36,95430.98,3,0.646,2,1,98.0,75.9,9,0,0
48,1,1,0,2,0,15.31,15.01,145946.22,11,0.964,1,1,74.9,40.19,9,1,1
32,1,2,0,4,1,16.51,16.13,123059.43,2,0.874,1,1,98.0,93.15,3,3,1
38,0,4,2,4,1,16.31,17.65,169625.05,3,1.0,1,0,98.0,126.48,9,4,0
25,1,1,2,3,1,7.88,7.65,83343.32,4,0.836,3,0,96.8,147.2,2,2,1
25,1,1,0,4,2,8.1,5.44,111985.25,5,0.984,0,0,92.4,23.42,5,2,1
40,1,0,0,0,0,20.97,22.83,153253.39,6,1.0,2,0,98.0,83.57,0,1,0
21,1,3,0,2,2,5.09,5.87,103679.32,5,0.895,4,0,69.3,133.05,0,1,0
28,1,4,0,3,2,3.21,4.01,77778.19,3,0.626,1,0,65.8,86.02,3,2,1
32,1,0,0,0,0,12.61,11.81,117904.87,2,1.0,1,0,98.0,41.64,8,0,1
32,0,0,0,3,2,14.86,16.63,133089.82,2,1.0,1,1,98.0,54.46,4,0,0
30,0,2,0,3,2,11.19,10.21,89103.17,3,0.703,2,0,69.1,74.45,2,1,0
35,0,1,0,3,1,5.42,8.81,112157.82,1,0.845,3,1,95.2,35.57,0,2,1
37,0,2,0,3,1,15.29,13.34,141492.66,3,0.582,1,0,84.2,189.55,9,2,0
37,1,1,2,2,1,14.05,12.82,136563.05,0,1.0,3,0,94.0,127.68,9,2,0
24,0,2,2,1,2,8.85,8.56,83046.83,2,0.733,0,1,81.7,34.0,4,3,0
29,1,0,2,0,1,6.02,6.3,82623.27,2,0.874,1,0,69.6,70.52,9,0,0
41,1,0,0,0,1,9.08,8.7,110980.2,1,0.7,3,1,80.1,26.62,9,2,0
39,1,1,0,1,2,7.15,7.51,100656.31,3,1.0,1,1,89.3,16.4,3,1,1
21,1,0,2,3,0,5.83,6.83,179269.35,1,0.409,2,0,77.0,11.67,7,2,0
34,0,4,2,2,1,7.74,8.36,114318.73,7,0.651,2,0,79.6,86.18,9,1,0
21,1,4,2,4,1,11.68,12.28,218514.07,5,1.0,1,0,77.6,9.63,3,1,1
32,1,1,0,3,1,8.11,8.12,98268.86,3,0.99,4,1,87.8,61.78,3,0,0
47,1,3,2,1,1,9.45,10.09,122037.14,3,0.936,1,0,75.5,107.96,3,0,0
24,1,4,2,2,0,3.67,3.17,100422.33,2,0.739,0,0,71.3,25.87,3,2,0
25,1,1,0,2,1,4.7,5.08,89847.71,5,0.75,2,1,98.0,74.78,9,1,1
38,1,4,0,2,1,7.35,5.36,122880.65,4,0.715,2,0,98.0,19.46,7,0,0
21,1,3,0,0,1,2.59,3.86,100813.6,4,0.548,1,1,77.9,118.03,0,0,0
26,0,0,2,1,1,4.91,4.38,121722.34,2,0.761,0,0,81.5,22.96,9,0,0
36,1,2,0,1,1,8.29,10.56,107432.45,3,0.715,2,0,80.2,24.24,1,1,0
26,1,4,2,4,2,3.49,1.78,97270.93,2,0.662,4,0,98.0,63.24,7,0,0
30,0,5,1,2,0,4.63,3.05,72753.16,2,0.708,4,1,89.7,41.31,9,2,0
37,2,3,2,2,1,20.21,18.13,139918.76,6,0.818,2,1,89.6,142.72,7,4,1
35,1,2,1,2,2,29.26,28.63,200429.67,3,0.675,2,0,46.7,64.88,2,1,0
34,1,3,0,3,0,8.68,10.07,145660.85,1,1.0,5,0,77.5,124.59,0,2,1
29,0,5,2,4,1,25.5,27.07,220000.0,3,1.0,5,1,98.0,73.47,0,2,0
34,1,2,2,4,2,19.19,21.99,169137.45,3,1.0,1,0,75.7,53.48,1,2,0
31,1,1,3,3,0,6.63,5.41,140012.73,6,0.491,2,0,74.0,24.24,9,1,0
35,1,4,0,1,1,11.1,10.69,97549.35,3,0.838,2,1,70.3,54.73,2,1,0
28,0,3,0,4,1,3.73,3.85,101010.79,2,0.684,1,0,52.3,65.4,3,1,0
30,2,3,1,1,1,14.96,15.83,124424.78,2,1.0,1,0,77.6,63.28,9,2,0
24,0,3,0,2,0,13.63,15.63,127591.52,2,0.531,4,0,77.5,34.87,3,1,1
31,1,4,0,1,1,4.44,2.93,75010.09,2,0.947,1,1,86.7,35.48,7,1,0
25,1,1,1,0,0,5.99,4.72,90869.95,3,0.579,4,1,73.0,109.69,9,2,0
23,1,1,2,1,3,29.01,28.44,216772.6,1,0.932,1,0,81.5,39.48,7,0,1
34,0,0,0,2,1,9.8,9.62,151223.45,1,0.449,4,0,68.4,130.28,3,1,0
33,0,2,2,3,1,3.59,5.25,128597.56,4,0.906,1,0,76.2,112.14,3,4,0
38,1,4,2,3,1,8.02,7.76,202351.13,6,0.744,3,0,91.9,23.25,9,2,0
28,0,4,0,2,1,7.0,6.82,143755.84,3,0.647,2,0,98.0,41.19,3,1,0
35,1,4,3,3,1,5.12,3.76,120214.52,2,0.801,5,1,90.4,22.42,3,2,0
36,1,4,0,2,2,9.72,10.32,138307.57,2,0.818,0,1,84.3,17.73,4,1,0
35,0,4,2,3,2,7.92,11.19,127389.18,7,0.43,3,0,78.5,89.44,0,0,0
25,1,2,3,2,1,8.18,7.67,124388.12,3,0.934,3,0,73.3,10.7,0,2,0
33,1,0,3,4,1,12.91,13.02,125681.6,2,0.546,2,0,75.4,31.69,4,0,0
34,1,1,2,2,3,30.0,29.13,220000.0,6,1.0,0,0,93.8,145.53,9,0,1
32,0,3,0,3,2,9.37,8.29,101025.56,0,0.879,3,0,95.7,54.81,5,2,0
21,0,3,0,2,1,10.29,11.65,121523.76,2,1.0,1,0,75.6,66.78,8,2,0
33,0,5,0,2,2,12.87,12.53,124755.82,2,1.0,0,1,72.6,64.82,9,0,0
49,0,5,0,1,2,9.44,10.14,130443.51,5,0.881,1,0,83.4,24.82,3,0,0
29,1,4,2,2,1,4.42,4.4,80589.94,4,0.919,2,0,90.8,40.76,1,2,0
26,1,4,2,1,2,9.58,9.98,109013.05,7,0.836,2,0,92.5,37.11,9,4,0
34,2,4,0,2,2,8.59,9.93,90782.63,0,0.739,3,0,86.9,65.48,3,2,0
34,0,3,1,3,2,13.2,11.7,96219.7,4,1.0,7,0,79.5,52.4,5,2,0
41,0,2,0,1,1,12.4,12.57,124513.13,5,0.581,1,0,98.0,122.53,9,0,0
21,0,4,0,4,2,1.26,1.5,56295.61,3,1.0,3,0,79.8,73.56,8,3,0
37,0,0,1,3,1,14.12,14.26,117895.46,2,0.677,1,0,93.0,208.89,8,2,0
36,1,1,2,4,2,5.1,3.74,86974.72,4,0.566,2,0,56.8,71.52,9,2,0
30,1,5,2,0,1,10.17,10.31,108026.42,3,1.0,3,1,82.8,68.33,6,2,0
34,0,4,0,3,1,13.34,12.64,152890.75,2,0.998,3,1,90.3,86.03,7,0,1
40,0,4,0,4,2,11.25,10.8,140232.53,0,0.833,6,1,72.4,81.92,6,2,0
38,0,4,2,1,0,14.92,14.48,177524.32,2,1.0,2,0,62.0,75.1,6,0,0
22,1,4,0,2,2,2.56,3.34,51367.7,5,0.75,3,0,85.8,50.22,9,1,0
38,1,2,3,4,1,16.48,15.72,188336.51,5,0.663,5,0,69.7,27.53,1,1,0
31,0,4,0,2,2,6.36,7.31,101328.17,3,0.706,3,0,84.3,51.37,3,4,0
32,0,2,0,3,1,16.38,15.46,114821.69,3,1.0,4,0,65.7,64.6,7,1,0
32,0,4,2,3,2,11.02,10.23,220000.0,1,1.0,3,0,98.0,16.3,1,4,0
30,1,4,0,1,2,7.17,7.53,83579.71,1,1.0,0,1,98.0,86.3,4,2,1
41,0,0,0,1,2,6.01,8.01,80493.26,1,0.989,2,0,57.9,102.24,3,2,0
31,1,5,2,2,2,6.35,4.68,131862.11,3,0.306,0,0,55.0,121.82,2,0,0
23,0,1,2,3,1,5.95,7.81,103905.98,4,0.38,4,1,92.0,71.94,4,0,0
28,1,5,1,2,2,9.42,12.22,122021.32,2,0.531,5,0,63.8,68.51,1,4,0
33,1,3,0,2,2,18.05,17.81,123922.38,5,1.0,2,1,98.0,50.24,3,4,1
41,0,1,0,0,2,7.69,7.03,67727.5,5,1.0,4,0,71.7,26.33,2,4,0
36,1,2,2,0,2,5.14,4.55,138516.16,2,0.907,4,0,81.8,121.32,7,2,1
25,1,4,0,3,2,4.96,3.47,133220.84,3,0.855,0,0,73.8,116.24,5,2,0
51,1,4,2,2,2,19.88,20.2,184027.86,4,1.0,1,0,84.8,10.91,9,0,1
34,0,3,2,3,2,6.69,5.53,128922.89,5,0.593,2,0,68.8,40.79,2,0,0
42,1,1,0,3,2,9.26,7.99,72069.96,4,1.0,1,0,74.9,29.86,9,3,0
30,1,4,0,0,2,23.15,22.63,178741.24,3,0.751,2,1,79.4,41.32,2,1,1
36,0,4,0,2,1,12.53,11.71,99943.06,3,0.657,2,0,79.4,81.15,6,3,0
38,0,2,0,3,2,5.28,7.99,146550.57,3,0.444,1,0,57.2,70.08,0,4,0
41,1,3,2,3,2,17.57,15.7,209086.09,4,1.0,2,0,68.2,82.46,6,1,0
40,1,1,2,4,1,12.86,12.5,121699.14,3,0.866,3,1,58.5,57.82,1,0,0
38,2,0,0,2,0,13.72,14.71,148721.38,2,1.0,3,0,86.8,11.81,4,0,1
29,1,1,2,2,0,3.61,4.74,124975.81,2,0.619,3,1,93.2,107.77,0,2,1
27,0,2,0,4,1,11.72,11.55,122808.97,4,0.895,4,1,72.5,85.94,7,0,0
34,1,0,0,3,2,12.06,11.06,104718.14,5,0.512,2,0,68.8,15.09,5,2,0
39,0,0,0,0,0,6.31,3.96,112958.43,1,0.903,2,1,98.0,72.01,2,2,0
30,0,1,0,0,2,14.87,14.78,111199.58,7,0.683,0,0,73.5,193.43,2,0,0
40,0,3,0,3,2,16.04,14.87,132076.54,1,0.879,2,0,82.8,48.59,9,0,0
43,1,1,2,2,2,14.83,14.68,180480.32,6,1.0,1,0,90.3,12.13,7,0,1
24,0,3,0,2,1,6.74,8.24,107671.91,2,0.443,2,0,63.8,49.04,8,0,0
25,1,4,2,0,1,3.85,1.86,132660.13,5,0.691,1,0,59.7,63.42,2,0,0
30,0,1,0,4,1,6.24,4.2,193984.51,1,0.926,2,1,73.9,62.83,9,0,1
34,1,4,2,1,0,11.38,10.6,106845.53,2,0.688,0,0,68.6,108.2,6,4,0
27,0,4,2,3,1,5.71,3.54,94277.45,4,0.948,1,1,86.9,33.65,7,0,0
42,1,3,0,2,0,8.39,8.26,93993.67,3,1.0,1,1,98.0,211.14,5,4,1
35,0,0,0,3,1,10.73,7.91,108340.41,5,0.952,1,0,60.6,149.92,5,4,0
32,1,4,0,4,0,4.09,4.69,106339.64,7,0.541,2,1,65.3,38.82,3,0,0
21,1,4,3,4,1,2.64,2.64,83298.57,1,0.891,0,0,74.4,26.49,7,0,0
21,1,1,2,3,2,8.94,8.86,114796.53,4,0.506,2,0,78.6,108.51,5,2,0
34,1,3,2,3,2,10.21,7.91,111862.33,4,1.0,1,0,98.0,50.99,9,1,0
21,1,4,2,0,2,2.38,2.1,63987.17,7,0.669,2,1,80.4,23.99,8,1,1
40,1,4,1,3,2,7.26,5.95,119180.06,5,0.473,0,0,79.6,54.25,3,2,0
30,0,1,0,3,0,8.63,8.06,109132.28,6,0.52,3,1,86.9,35.47,2,3,0
55,1,2,1,3,2,17.79,17.54,103720.59,5,1.0,0,0,74.5,34.46,9,4,1
50,0,4,0,2,1,8.02,9.04,220000.0,4,0.519,2,0,82.9,141.01,9,2,0
30,1,4,2,2,1,4.02,1.83,58327.82,4,0.732,2,0,82.3,86.38,8,4,0
31,0,3,2,2,1,12.28,11.53,135510.84,3,1.0,0,0,88.8,131.08,5,1,1
39,1,4,3,2,0,5.51,5.67,174852.85,5,0.952,1,0,56.8,75.47,4,1,0
45,0,4,0,3,0,7.22,8.55,107401.75,2,1.0,1,1,84.5,160.17,9,1,1
21,0,1,0,2,3,13.56,14.83,109103.37,2,0.528,5,0,83.9,152.35,1,3,0
21,1,5,2,2,2,6.38,4.72,79719.99,1,0.625,2,0,71.2,161.15,6,3,0
27,0,4,0,2,1,4.12,4.12,103443.81,1,0.526,2,0,85.9,94.53,9,0,0
36,1,1,0,3,2,23.21,23.58,177286.11,7,1.0,1,0,63.0,31.15,9,1,0
35,0,1,0,3,2,11.67,14.47,208338.71,1,0.639,1,0,92.8,68.52,1,1,1
40,1,0,0,4,0,9.8,10.61,180680.96,4,0.979,2,0,71.7,11.48,1,0,1
22,1,4,3,3,2,3.19,2.98,123602.58,1,0.577,4,0,69.3,242.37,9,2,0
21,1,3,0,2,2,5.7,8.03,82894.77,3,1.0,3,0,80.8,95.37,1,2,0
38,0,0,2,3,1,11.1,9.49,93933.44,1,0.537,2,0,80.4,51.18,6,2,0
25,1,5,2,0,2,9.81,9.34,94179.26,4,0.635,2,0,80.2,47.65,1,0,0
21,0,3,0,3,2,18.3,19.45,151315.99,4,0.964,1,0,97.2,54.91,8,0,0
33,1,4,2,3,2,9.27,10.77,142754.16,2,0.835,1,0,85.4,111.25,8,2,0
38,1,1,0,4,3,9.84,10.84,118500.03,3,0.839,2,0,76.7,36.91,2,2,0
31,0,4,0,3,1,9.95,9.96,99202.56,6,0.72,1,0,79.9,61.1,8,3,0
28,0,3,2,4,2,5.56,6.37,207253.73,2,0.939,0,0,62.1,154.68,8,4,0
30,0,2,0,0,2,5.12,4.0,90783.49,4,0.375,2,0,79.1,54.73,3,2,0
29,0,2,0,1,1,7.56,8.53,163989.36,3,0.885,1,0,92.4,61.25,8,0,0
21,0,1,0,3,2,4.63,5.07,137475.11,1,0.818,2,0,58.5,84.66,4,1,0
26,0,2,0,2,3,5.59,8.4,143024.18,6,0.817,0,0,93.0,51.78,0,0,0
36,1,5,0,1,0,21.51,21.67,158856.24,2,0.87,0,0,82.0,132.16,9,4,0
34,1,5,0,3,2,7.46,8.34,93212.37,4,0.922,3,1,92.9,108.17,8,1,1
33,1,3,0,3,1,9.39,8.53,102232.62,4,0.971,5,0,70.7,39.86,9,0,1
24,1,3,2,2,1,9.36,8.92,220000.0,4,0.646,3,0,86.7,319.53,3,1,0
30,1,1,0,3,0,4.8,2.82,75883.19,2,0.858,1,1,69.4,50.68,5,2,1
21,2,4,1,3,2,5.78,7.82,78954.38,7,0.718,3,1,90.6,101.06,0,3,1
33,1,4,0,3,2,5.54,8.04,80557.69,3,0.647,1,1,85.8,77.18,4,2,0
43,0,1,2,3,0,15.85,16.94,149175.4,4,1.0,1,0,98.0,150.25,3,1,1
21,0,4,0,3,2,13.46,12.32,130616.61,2,1.0,4,0,77.6,26.85,1,1,0
27,1,3,3,0,0,5.05,4.49,153404.3,2,0.906,3,0,75.8,77.47,2,2,1
34,1,3,2,3,2,11.57,13.73,133287.89,3,0.888,3,0,48.9,165.41,0,4,0
42,1,1,0,3,1,10.4,7.98,85419.6,1,1.0,3,0,70.6,128.25,2,3,1
28,0,4,0,1,0,11.2,10.33,95384.11,2,0.654,0,0,97.7,38.68,2,1,0
26,2,4,0,4,2,3.57,3.01,84516.2,1,0.558,2,0,98.0,99.96,7,2,0
21,1,4,2,3,1,8.85,8.98,103527.86,1,1.0,5,0,93.0,34.63,4,2,0
32,0,4,0,4,2,10.92,8.8,108237.01,3,0.911,3,1,92.8,67.79,9,3,0
48,1,5,2,3,2,12.51,12.55,99389.86,4,1.0,2,0,60.0,52.23,5,0,1
34,0,4,2,2,1,13.44,13.68,180133.95,3,0.637,3,1,89.5,76.46,6,4,1
31,0,4,2,1,2,15.17,15.12,195099.04,5,0.923,2,0,97.2,80.49,7,1,0
34,1,4,2,2,0,20.64,20.81,188708.5,4,1.0,2,1,74.3,47.57,3,4,1
31,1,3,2,4,1,4.66,3.75,94265.42,4,0.836,2,0,98.0,34.4,9,2,1
25,1,3,0,3,2,11.64,9.75,140500.13,4,0.53,1,1,75.8,51.07,9,0,1
38,1,4,0,1,2,5.01,6.79,94025.88,4,0.99,2,0,93.8,69.73,1,2,0
33,0,5,1,3,2,10.86,11.11,122266.97,4,0.774,3,1,86.7,105.49,8,1,0
32,1,2,0,2,2,8.3,6.09,84045.5,2,0.793,2,0,66.8,75.15,2,1,0
24,0,4,2,1,2,8.57,8.37,133524.7,5,1.0,0,1,84.6,131.04,3,2,0
42,1,1,0,0,1,13.6,13.14,121587.03,4,0.508,3,0,70.0,128.19,2,2,0
37,0,1,2,4,1,6.25,6.18,92143.57,2,0.812,1,0,81.5,20.55,8,2,1
27,0,4,2,3,1,6.85,4.9,88820.43,0,0.801,2,0,90.6,28.61,8,0,1
40,0,2,2,3,2,6.19,2.16,73156.91,6,0.503,5,1,80.4,21.53,7,1,0
28,1,4,0,4,2,8.9,5.64,80188.4,3,1.0,3,1,93.7,64.37,5,2,0
25,1,1,0,2,1,2.44,2.01,85693.77,7,0.745,1,0,74.0,52.49,9,4,0
25,0,1,0,2,0,2.59,2.34,116138.61,2,0.479,3,1,83.2,82.56,3,2,0
21,1,1,2,2,0,2.48,1.5,68863.13,5,0.589,2,0,91.2,53.83,8,4,0
35,1,0,1,4,0,7.43,9.88,79511.8,2,0.75,1,0,76.8,35.23,4,2,1
21,1,4,1,2,1,1.63,1.65,65505.82,6,0.902,4,1,95.0,102.59,8,1,1
22,0,4,0,0,0,6.34,5.81,99299.33,0,0.728,2,0,84.9,79.56,5,0,0
21,0,3,0,3,2,12.92,12.16,129114.19,5,1.0,1,0,73.3,70.07,9,4,0
31,0,4,0,2,2,16.1,16.7,174322.63,2,1.0,2,0,69.5,61.7,7,2,1
30,1,4,3,4,2,9.46,7.05,120980.78,2,0.973,1,0,76.9,122.85,9,1,0
29,1,1,2,3,2,12.95,11.85,161304.5,6,0.92,2,0,69.8,112.3,7,0,0
23,0,4,2,3,1,3.73,3.85,102542.87,0,0.885,2,0,98.0,79.52,9,0,1
22,1,4,0,2,2,8.83,8.2,71247.53,1,0.937,1,0,66.7,113.09,2,0,0
35,1,4,0,3,1,9.79,10.57,110052.3,5,0.859,2,0,85.7,70.65,0,0,0
27,0,4,2,0,0,14.05,15.46,146841.96,3,0.626,1,0,71.4,60.97,9,0,0
34,1,3,2,3,1,14.87,15.52,144669.0,4,1.0,1,1,73.3,85.28,8,2,1
24,1,4,0,3,1,6.88,5.63,128363.81,7,0.586,1,0,79.2,29.18,9,1,0
33,1,5,2,2,1,5.51,6.01,123647.84,3,0.904,3,0,69.6,40.28,8,1,1
42,1,4,3,4,0,24.16,23.8,202365.32,2,0.866,3,1,88.6,11.99,1,4,1
36,1,3,0,1,2,14.54,14.46,127603.58,0,1.0,2,0,68.7,51.62,9,0,0
28,0,2,0,0,2,4.32,3.73,90142.45,6,0.762,2,0,91.9,21.97,2,3,0
34,1,4,0,2,1,14.04,14.91,126959.76,3,1.0,3,1,85.8,29.36,3,1,1
30,1,2,3,3,1,24.78,25.68,188525.23,4,1.0,2,0,76.1,96.34,0,1,1
32,0,0,0,2,2,16.64,17.9,110269.33,4,0.758,2,1,92.2,47.64,0,2,1
29,0,4,2,3,0,5.51,4.54,147472.78,3,0.841,1,0,84.4,18.13,5,3,0
30,1,5,2,3,1,15.4,14.56,140515.98,9,0.845,1,0,71.9,10.94,3,2,0
33,0,4,0,4,1,9.38,10.57,139893.25,2,0.927,1,0,90.0,80.42,9,0,0
24,0,4,0,4,2,4.07,3.92,60397.22,3,0.68,3,0,69.4,44.14,2,2,0
23,1,2,0,1,2,4.21,4.54,73467.18,4,0.359,4,0,75.0,64.23,9,1,0
21,1,4,2,3,0,4.54,5.38,95539.97,2,0.897,2,0,62.3,34.05,8,4,0
21,1,3,2,3,1,11.27,10.73,196644.37,5,0.868,1,1,89.4,59.12,9,2,0
22,0,0,2,2,1,4.2,4.9,114811.57,4,1.0,1,0,78.8,27.4,2,1,0
33,1,5,0,0,1,8.91,9.73,133220.09,7,0.741,2,1,90.2,172.61,9,0,1
24,1,1,1,1,1,9.16,10.29,105943.09,1,0.906,3,0,95.4,25.4,1,0,0
36,0,5,2,1,1,9.62,10.73,116599.23,4,1.0,1,0,79.8,38.62,9,0,0
32,1,1,0,0,0,5.92,4.35,135693.53,4,0.687,2,0,66.9,252.03,7,4,0
21,0,4,0,4,0,6.51,4.98,90859.1,3,0.928,3,1,85.3,60.99,3,3,0
37,0,1,0,3,0,10.62,10.16,205866.21,5,0.713,2,0,76.5,90.91,3,4,0
38,1,3,0,3,2,10.51,11.43,220000.0,6,0.397,5,1,78.5,205.14,4,0,0
24,0,1,0,4,0,6.91,7.36,77443.22,2,0.453,1,0,74.5,211.72,2,0,0
35,1,3,0,1,1,8.97,8.84,133360.64,4,0.944,0,1,93.5,47.28,2,2,1
25,1,1,2,4,3,4.38,6.48,113114.05,5,0.338,0,1,89.0,30.13,1,0,0
32,1,1,0,2,0,11.59,9.33,98137.86,6,0.807,0,0,83.3,50.47,2,1,0
21,0,5,2,3,0,5.95,5.23,85299.42,4,0.923,0,0,89.6,80.65,8,3,0
21,0,1,0,3,1,4.12,5.33,105203.02,9,0.586,2,0,78.0,65.91,1,2,0
28,1,4,0,3,0,8.52,7.4,86329.78,2,0.371,4,0,64.1,40.8,9,4,0
31,1,2,0,4,1,9.54,10.54,125569.15,2,1.0,2,0,87.9,88.65,2,2,0
28,1,4,2,3,1,10.08,10.53,150633.86,5,0.93,6,0,74.2,28.96,3,1,1
22,0,2,2,4,1,7.25,4.36,186891.69,6,0.767,3,1,78.1,63.81,8,1,1
28,0,4,0,3,3,19.77,18.46,147979.69,2,0.679,4,0,73.8,27.86,7,4,1
34,0,4,0,2,1,4.78,8.28,116571.55,0,1.0,3,0,76.3,120.45,0,1,0
31,0,4,0,2,2,5.59,5.82,116613.18,3,0.777,4,0,58.2,66.5,8,1,0
33,0,4,2,2,2,16.8,16.62,133543.09,2,1.0,3,0,72.1,114.19,9,0,0
26,1,3,2,1,2,4.58,3.86,98905.58,6,0.751,1,1,75.5,49.35,3,1,0
41,1,1,2,2,1,8.41,11.21,156525.98,6,1.0,2,0,86.7,70.89,1,0,0
22,0,0,0,3,3,10.98,11.61,106917.6,2,0.607,5,1,73.7,17.54,4,2,0
35,1,1,0,0,2,5.69,6.95,122516.23,6,0.898,1,1,93.2,60.13,4,4,1
41,1,4,2,2,1,13.45,13.39,152592.7,7,0.924,3,0,83.7,28.94,3,0,0
35,0,2,2,2,2,9.76,8.54,102235.14,4,0.742,1,0,82.9,147.6,9,4,0
30,0,3,0,3,1,17.13,15.11,169279.25,4,0.726,1,1,93.0,53.06,5,2,0
27,1,2,0,1,1,13.13,12.4,130777.0,4,1.0,1,0,87.5,35.59,9,4,0
40,0,3,2,4,1,7.01,9.01,131677.37,2,0.648,1,1,66.6,40.81,3,0,0
21,0,4,1,1,1,7.58,9.11,118497.68,2,0.736,1,0,64.2,95.94,3,1,1
24,1,3,0,4,2,5.81,6.81,124656.44,4,0.647,2,0,80.3,50.51,9,1,0
28,1,1,0,2,1,14.91,11.39,113894.88,6,1.0,2,0,93.4,19.45,2,1,0
41,1,1,0,3,2,15.23,16.46,123995.89,4,0.863,3,0,87.7,141.52,0,1,0
35,1,5,0,0,0,17.03,16.7,150104.1,6,0.666,2,0,66.8,51.8,7,4,0
24,0,4,2,0,1,2.57,1.55,78780.7,1,0.817,4,1,73.4,113.27,8,2,0
29,1,3,0,1,2,3.63,5.54,60152.46,6,0.869,4,0,86.4,86.11,1,2,0
27,1,4,0,3,1,5.85,4.96,66568.16,3,0.778,2,0,72.0,24.66,2,4,0
26,1,4,2,2,2,12.08,10.6,146297.89,2,0.957,2,0,72.9,153.16,9,0,0
39,1,1,3,3,2,7.39,7.56,114858.53,3,1.0,4,1,84.8,36.07,1,4,1
21,1,3,2,2,1,5.09,3.69,89943.31,4,0.779,6,0,98.0,41.22,1,2,0
44,0,1,2,2,0,10.03,11.42,141563.79,5,0.898,1,0,76.7,33.09,0,0,0
38,1,1,2,0,0,5.07,3.64,132397.87,2,0.791,1,0,78.0,74.86,6,4,0
40,0,2,2,2,2,8.1,5.46,113002.56,5,0.488,0,0,77.1,83.46,9,3,0
28,0,4,3,3,2,3.55,3.41,157229.07,5,0.889,4,1,98.0,60.66,7,2,1
30,1,4,2,4,1,20.54,17.08,119356.56,2,1.0,3,0,86.8,35.16,9,2,1
21,0,2,2,3,0,7.84,7.78,139919.77,5,0.778,2,1,86.4,93.73,8,1,0
27,0,5,2,2,0,4.89,4.54,126291.66,4,0.716,1,0,82.4,65.03,9,1,0
35,1,1,2,1,1,6.64,5.49,105990.67,3,0.739,3,1,98.0,60.41,2,0,0
42,1,0,2,0,3,14.82,15.8,177022.92,4,0.679,3,0,69.4,34.64,2,2,0
23,0,4,2,2,0,5.9,4.88,114901.6,0,0.99,1,0,80.0,57.86,5,1,1
29,0,4,0,0,0,13.02,15.1,131280.26,8,0.902,0,0,85.4,176.37,1,1,0
30,1,0,2,2,2,6.66,6.1,136991.21,0,1.0,2,0,90.6,116.02,3,2,0
21,1,0,0,1,2,3.98,4.21,58333.62,5,0.79,2,1,88.2,104.14,9,1,0
36,1,4,0,2,1,4.01,3.24,113389.11,3,0.758,0,0,57.3,59.34,2,2,0
26,1,4,2,3,1,10.92,10.37,138876.24,4,0.866,1,0,80.2,85.2,7,1,0
30,1,4,0,3,2,12.22,11.87,135369.27,1,0.711,2,1,93.7,36.81,5,1,1
28,1,4,0,1,2,17.21,15.84,147743.41,5,0.95,1,0,89.7,33.54,9,2,1
25,1,2,0,1,1,3.0,1.5,187516.12,2,0.258,1,0,75.4,94.14,9,1,0
31,1,1,1,4,1,4.83,7.4,92880.42,1,0.976,5,1,74.2,249.21,1,2,0
30,1,1,0,2,2,16.3,16.37,151593.52,4,1.0,3,0,89.7,52.15,8,4,0
29,1,3,0,1,0,5.36,5.13,219642.9,5,1.0,2,1,73.8,116.43,9,2,0
26,1,0,2,2,1,8.75,11.55,112120.71,2,1.0,3,1,87.5,37.02,1,3,1
34,1,4,0,3,2,8.67,8.2,114087.47,1,0.91,1,0,83.1,95.07,8,2,0
45,0,3,2,3,2,29.99,29.12,206688.98,2,1.0,2,0,92.4,80.74,9,0,1
33,0,5,2,2,2,3.6,2.5,100203.66,4,0.575,1,1,95.2,105.95,2,0,0
39,1,4,0,2,2,16.91,16.97,145589.42,6,0.722,1,1,87.2,65.09,9,2,0
21,1,0,2,0,2,4.41,3.41,97387.56,2,0.901,1,0,93.3,63.13,9,0,1
33,1,3,0,3,1,16.21,16.01,120144.62,6,0.895,2,0,76.7,22.01,3,0,1
23,1,4,2,3,2,11.81,15.31,116040.12,7,1.0,1,0,98.0,52.09,0,1,1
21,1,4,0,1,2,5.33,2.93,67292.09,2,0.553,2,0,75.0,187.08,6,4,0
26,1,3,3,2,1,9.68,8.58,140717.54,2,0.891,1,1,63.6,77.34,2,1,0
41,0,1,1,2,2,12.96,10.8,95947.83,1,0.622,1,1,97.2,116.68,2,0,0
39,1,1,0,3,2,11.78,13.81,117292.99,4,1.0,2,0,98.0,42.22,0,2,1
33,1,4,0,2,1,9.65,6.11,68410.12,5,0.972,4,0,68.8,126.95,6,0,0
